                                                                     
                                                                     
                                                                     
                                             
0.038	14380
0.043	11672
0.085	9309
0.126	9026
0.169	9031
0.214	9240
0.258	9247
0.303	9258
0.347	8643
0.393	9248
0.438	9170
0.483	8549
0.528	9177
0.574	8359
0.619	9351
0.662	8481
0.703	9322
0.747	8870
0.791	8428
0.835	8885
0.88	9056
0.924	10406
0.967	374904
0.983	369360
0.999	348500
1.018	261119
1.049	10059
1.092	7044
1.136	9025
1.181	50012
1.205	174612
1.234	249877
1.262	258045
1.28	758580
1.296	1037688
1.313	1204368
1.328	1317720
1.35	1323636
1.377	1174128
1.405	688944
1.423	549048
1.446	658956
1.473	835752
1.505	744732
1.533	578184
1.549	950772
1.565	1078500
1.583	991260
1.6	807264
1.624	449964
1.643	435384
1.661	401424
1.68	948180
1.695	1099056
1.713	657072
1.731	572100
1.747	594060
1.762	617592
1.786	475320
1.802	327447
1.818	338145
1.833	404736
1.849	414300
1.865	346174
1.884	263961
1.902	1397808
1.92	1973820
1.939	1807932
1.954	1521672
1.97	1419408
1.987	1035060
2.006	708336
2.026	539484
2.041	1408224
2.057	1921860
2.076	1721592
2.092	1542804
2.113	762096
2.13	638880
2.147	546720
2.164	457176
2.18	693036
2.196	900924
2.213	728484
2.231	526896
2.249	433140
2.27	411048
2.288	428820
2.313	509004
2.333	639132
2.352	734328
2.372	726552
2.389	574944
2.412	493560
2.435	457464
2.455	438504
2.486	407340
2.521	394128
2.552	406752
2.577	837072
2.599	946992
2.617	1025076
2.634	1032396
2.653	890148
2.677	889548
2.703	1104780
2.729	1731108
2.748	1812276
2.775	1322016
2.799	821640
2.817	758880
2.832	798096
2.851	777432
2.867	681792
2.883	694620
2.901	748752
2.916	792228
2.933	799836
2.954	774024
2.981	727980
2.997	718212
3.013	700500
3.028	719316
3.045	639984
3.061	508500
3.076	465312
3.094	652260
3.11	1172064
3.13	1465848
3.151	1099008
3.169	723072
3.184	763704
3.201	816192
3.216	851100
3.233	828144
3.25	757272
3.273	600744
3.296	485664
3.317	677772
3.334	677688
3.355	781116
3.376	747324
3.398	609156
3.414	667392
3.434	673872
3.45	665040
3.474	658428
3.495	1213152
3.516	1410744
3.532	1379820
3.55	1250388
3.571	999672
3.587	817992
3.602	1051224
3.618	1078944
3.634	1062480
3.65	928800
3.666	921900
3.682	829164
3.698	722052
3.717	708768
3.735	680892
3.761	653400
3.779	568752
3.795	592716
3.813	616968
3.83	593988
3.848	526932
3.866	943284
3.883	1093428
3.902	1042704
3.923	666960
3.941	564996
3.962	634128
3.987	680880
4.016	735732
4.041	736416
4.059	742704
4.08	751512
4.098	732036
4.114	704616
4.129	691368
4.145	679320
4.168	645648
4.186	630696
4.206	691812
4.227	631008
4.251	600720
4.272	528600
4.288	480192
4.303	466344
4.319	491448
4.337	564216
4.356	628188
4.374	683856
4.39	696636
4.405	681516
4.422	651036
4.44	644280
4.459	633312
4.474	641016
4.49	748380
4.506	992640
4.522	1500084
4.542	2080992
4.56	2233944
4.583	2043456
4.598	1895868
4.614	1678152
4.63	1754340
4.655	1792320
4.671	1699836
4.686	1811316
4.704	2100312
4.722	1884228
4.74	1986612
4.76	2353140
4.778	2485872
4.805	2355660
4.828	2072844
4.846	1704564
4.862	1178316
4.88	652620
4.896	366900
4.911	472032
4.927	478188
4.943	348264
4.959	537408
4.975	651828
4.991	551748
5.006	497508
5.022	638280
5.038	910176
5.054	1040352
5.07	1039752
5.092	931548
5.111	1007280
5.127	1156224
5.147	1280544
5.167	1388604
5.186	1489476
5.207	1512240
5.23	1382616
5.25	1069032
5.265	820656
5.282	549348
5.308	738372
5.331	970536
5.348	1001364
5.376	894120
5.397	670728
5.42	569496
5.436	669732
5.46	925392
5.486	1136316
5.512	961764
5.533	549108
5.549	490560
5.566	382512
5.583	366864
5.608	860904
5.627	1430052
5.642	1426596
5.658	1013316
5.674	721728
5.691	736704
5.714	718680
5.732	951216
5.762	761832
5.787	733548
5.808	1362192
5.825	1790592
5.841	1869756
5.858	1533852
5.881	942192
5.901	534708
5.918	333306
5.938	352212
5.957	378564
5.973	351660
5.991	302749
6.007	254002
6.026	228966
6.042	231212
6.07	296560
6.096	347472
6.125	378084
6.153	349775
6.178	346020
6.202	584196
6.221	833844
6.237	976488
6.257	1007376
6.274	858324
6.294	579216
6.32	393840
6.335	310627
6.354	241903
6.378	265144
6.4	286882
6.417	603432
6.436	1213812
6.452	1507116
6.468	1674372
6.486	1737336
6.502	1672668
6.519	1708572
6.539	1634676
6.561	1522308
6.582	1412940
6.606	1260240
6.626	1119336
6.656	868224
6.678	663132
6.695	518364
6.714	689172
6.737	1275060
6.753	1455516
6.773	1442124
6.789	1227204
6.805	818580
6.821	643236
6.839	398172
6.856	326848
6.872	261972
6.89	342636
6.907	694884
6.922	1054644
6.938	1360032
6.954	1555092
6.971	1633464
6.986	1593492
7.006	1428828
7.026	1207284
7.048	923784
7.077	559884
7.099	325588
7.116	320708
7.136	704544
7.158	858396
7.175	872184
7.201	779460
7.23	594348
7.246	456060
7.266	473976
7.282	659232
7.299	619380
7.325	307077
7.341	163300
7.36	337949
7.379	531168
7.399	776484
7.423	960372
7.447	886884
7.471	597780
7.487	892860
7.505	1007148
