                                                                     
                                                                     
                                                                     
                                             
0.036	26219
0.041	24575
0.076	26819
0.111	27453
0.153	28323
0.195	27352
0.238	28192
0.282	26933
0.327	26087
0.371	27401
0.416	31382
0.461	27525
0.506	27112
0.551	26494
0.596	28074
0.631	26797
0.665	28329
0.707	27602
0.749	28240
0.793	26071
0.837	28009
0.882	26980
0.926	29169
0.971	755964
0.987	786324
1.003	736056
1.018	589464
1.037	60456
1.077	24909
1.114	7399
1.158	79554
1.186	135421
1.206	418272
1.229	582972
1.251	1274316
1.267	1558464
1.282	1768776
1.298	1776672
1.314	1665588
1.33	1480680
1.346	1206720
1.361	1012860
1.379	788868
1.396	729828
1.412	1388652
1.428	1016232
1.448	614772
1.466	471996
1.486	352225
1.507	427656
1.523	573120
1.539	784296
1.555	662172
1.57	543756
1.589	350908
1.608	250658
1.627	685680
1.648	833292
1.663	1252176
1.679	997356
1.697	763512
1.721	560208
1.739	808032
1.756	834444
1.772	704472
1.79	581400
1.806	629568
1.822	639516
1.838	570528
1.854	373452
1.872	314406
1.889	344268
1.905	339672
1.92	354588
1.938	398748
1.954	428940
1.97	429420
1.987	673092
2.003	898500
2.019	715656
2.034	1511616
2.05	1829964
2.066	2121444
2.082	1970916
2.098	1479216
2.113	977448
2.129	544452
2.145	506628
2.161	653484
2.178	521196
2.194	1725456
2.21	2343372
2.226	2230788
2.242	1945404
2.258	1757436
2.274	1621776
2.29	1580364
2.308	1542108
2.327	1420500
2.344	1381584
2.363	957264
2.381	483972
2.405	267707
2.427	548040
2.45	953700
2.476	1195956
2.506	1103016
2.532	788088
2.55	970248
2.567	908496
2.594	809832
2.623	1135200
2.654	855720
2.675	717468
2.706	1356708
2.731	1869792
2.755	1975152
2.773	1795824
2.789	1459776
2.805	1086768
2.821	844200
2.837	730596
2.853	722664
2.87	747012
2.888	739992
2.905	735336
2.923	716616
2.947	619920
2.964	625632
2.985	585588
3.001	550560
3.021	579300
3.04	579720
3.061	777120
3.08	948684
3.097	801204
3.117	644172
3.14	613776
3.168	662292
3.191	734292
3.209	765204
3.225	761100
3.243	735528
3.259	724392
3.277	712284
3.299	837624
3.322	805656
3.342	783456
3.358	787716
3.374	745428
3.39	679020
3.416	518556
3.435	476892
3.451	486120
3.48	493800
3.499	521280
3.516	585300
3.532	642888
3.554	749904
3.571	1174248
3.59	1438356
3.609	1407864
3.63	1163664
3.648	813492
3.668	814032
3.694	823884
3.719	698172
3.741	595212
3.761	658800
3.777	991308
3.793	1056264
3.808	931644
3.824	770424
3.84	679776
3.856	730632
3.875	755700
3.892	756516
3.912	751776
3.937	708564
3.963	669240
3.986	656172
4.01	653940
4.03	683592
4.053	681456
4.08	936528
4.096	1286760
4.112	1099956
4.128	751620
4.144	438144
4.161	427800
4.177	490476
4.193	546360
4.209	512580
4.225	443316
4.241	450216
4.261	507948
4.281	581280
4.299	598500
4.317	574080
4.333	694308
4.35	889128
4.373	703728
4.392	632700
4.41	649788
4.429	675300
4.445	692112
4.466	706656
4.484	687552
4.501	632988
4.52	564372
4.542	528504
4.561	528600
4.582	943260
4.604	1983708
4.62	2191236
4.635	2041932
4.658	1491636
4.675	1703604
4.69	1520388
4.711	2122812
4.729	2576892
4.746	2774556
4.769	2611896
4.791	2043300
4.808	1373520
4.824	672264
4.839	787788
4.855	978720
4.871	1023036
4.887	903252
4.905	642960
4.923	351531
4.94	312147
4.955	477528
4.971	585144
4.987	544212
5.003	657840
5.019	718956
5.035	517944
5.051	710940
5.071	792264
5.088	732420
5.104	631236
5.122	592404
5.138	1316544
5.157	1973964
5.174	2180904
5.19	2123088
5.212	1852056
5.228	1586100
5.25	1051740
5.273	444036
5.294	179353
5.313	415152
5.333	744396
5.35	820248
5.366	695736
5.39	980100
5.415	1191096
5.433	1194840
5.458	1161384
5.487	918456
5.506	554448
5.522	388620
5.539	442152
5.555	887748
5.571	1061544
5.589	999360
5.606	997812
5.628	1057344
5.649	1048836
5.675	966036
5.701	708984
5.724	488832
5.752	584628
5.776	1053372
5.796	1329936
5.815	1382688
5.834	1256976
5.855	969888
5.874	617184
5.9	246848
5.929	166809
5.954	69005
5.978	95033
5.995	145064
6.01	271954
6.037	484620
6.065	552900
6.091	453156
6.121	269086
6.148	273866
6.17	271183
6.199	473508
6.216	611232
6.234	636828
6.257	427692
6.293	476040
6.311	354383
6.335	144414
6.353	167229
6.37	420048
6.388	723096
6.412	865752
6.432	754776
6.453	551616
6.475	252121
6.495	208559
6.519	286186
6.546	304378
6.57	539004
6.593	790656
6.609	1022352
6.626	1222236
6.641	1242324
6.663	1029372
6.683	510252
6.709	770292
6.732	1137732
6.748	1095240
6.764	845940
6.784	408936
6.8	324420
6.82	249573
6.843	167326
6.873	475332
6.892	802380
6.908	1071504
6.924	1289460
6.939	1421364
6.957	1360044
6.977	1012128
7.001	663420
7.018	608544
7.044	440148
7.072	267708
7.102	137719
7.119	249778
7.136	351820
7.152	366600
7.175	336996
7.199	259177
7.226	167415
7.243	472380
7.261	819564
7.286	939660
7.309	643116
7.333	246676
7.349	344163
7.379	448248
7.409	298952
7.438	148366
7.454	275120
7.47	365652
7.499	395724
7.527	212988
7.56	62827
7.591	100926
7.614	233144
7.643	1417560
7.66	2076588
7.677	2326968
7.696	2318424
7.721	1966224
7.753	1088892
7.774	543588
7.799	199388
7.822	243997
7.851	344340
7.872	274583
7.887	156208
7.904	285430
7.919	385296
7.937	464376
7.953	453768
7.971	343152
7.997	348048
8.013	359736
8.039	273534
8.061	331543
8.085	350076
8.101	334600
8.122	278715
8.146	221677
8.173	111738
8.195	243093
8.222	347594
8.256	217478
8.289	154563
8.318	143043
8.353	41928
8.38	106859
8.396	179857
8.413	296517
8.431	372264
8.447	411576
8.468	372744
8.492	369660
8.514	617664
8.53	732888
8.545	752508
8.561	1118088
8.581	1248024
8.597	1280880
8.613	1292676
8.629	1614768
8.645	2223156
8.66	2760684
8.676	2784780
8.694	2514756
8.722	1864656
8.751	1189788
8.773	1013676
8.789	895428
8.807	957480
8.825	1158552
8.842	1253076
8.865	1248756
8.884	1137048
8.912	889032
8.945	508092
8.965	773940
8.988	868104
9.009	640968
9.038	196214
9.067	234926
9.102	244145
9.126	138109
9.162	45745
9.191	59143
9.222	95561
9.248	149715
9.274	134954
9.291	176158
9.313	317895
9.33	368256
9.347	417432
9.363	397260
9.384	332042
9.406	417264
9.436	592104
9.465	684576
9.495	604524
9.52	365136
9.546	151463
9.565	93385
9.601	62970
9.633	98500
9.659	152845
9.692	161591
9.719	108492
9.742	101685
9.766	262175
9.783	595020
9.799	963936
9.816	1233480
9.848	1011444
9.876	392712
9.913	81988
9.948	63190
9.979	44811
10.007	69627
10.035	74068
10.064	71350
10.088	93913
10.117	132857
10.146	155152
10.177	297754
10.21	280092
10.245	183984
10.269	217973
10.287	329987
10.307	478644
10.335	532476
10.368	345300
10.39	216736
10.412	161038
10.447	207324
10.472	169563
10.488	195149
10.506	362292
10.529	546468
10.549	492240
10.565	443496
10.581	391356
10.599	313956
10.624	261186
10.643	182613
10.664	180547
10.688	210612
10.712	170566
10.741	79333
10.765	68670
10.794	89757
10.821	155239
10.847	303544
10.882	468948
10.913	440484
10.938	289142
10.97	277787
10.988	957264
11.003	1641156
11.028	2198220
11.044	2263836
11.063	2198052
11.084	2109528
11.11	1936728
11.127	1835844
11.142	1776816
11.158	1674372
11.174	1611360
11.208	1404636
11.243	1083456
11.274	723780
11.31	371832
11.35	171802
11.382	397620
11.409	594012
11.434	557328
11.467	297095
11.493	197225
11.509	403164
11.528	690468
11.544	909648
11.56	1088772
11.577	1264812
11.593	1363812
11.612	1408884
11.639	1296396
11.662	995328
11.678	721728
11.694	657240
11.71	998664
11.725	1111380
11.741	1087092
11.759	1016316
11.775	922632
11.794	836364
11.81	765816
11.833	625128
11.857	479532
11.879	353637
11.909	173570
11.94	602868
11.965	906936
11.985	950412
12.002	771504
12.026	288128
12.052	292849
12.078	495780
12.099	1015776
12.129	1203648
12.161	879564
12.185	1268556
12.204	2376252
12.219	2682300
12.235	2599224
12.251	2460204
12.268	2492664
12.289	2480736
12.315	2363868
12.345	2129820
12.371	1812420
12.397	1437108
12.434	1052016
12.47	650268
12.502	362160
12.536	161314
12.566	81240
12.606	41766
12.644	24343
12.682	62254
12.714	69151
12.737	93055
12.754	185554
12.772	310366
12.793	447276
12.815	531612
12.841	494136
12.87	451344
12.887	429084
12.915	1056720
12.941	1409520
12.975	1082616
13.012	460296
13.048	121040
13.085	33401
13.12	53038
13.149	96044
13.18	146711
13.208	190111
13.243	219142
13.277	180758
13.302	227602
13.334	545208
13.35	717096
13.366	855612
13.398	1260576
13.418	1586508
13.443	1524588
13.474	1208004
13.493	921864
13.509	1164708
13.524	1770948
13.54	2251104
13.556	2539176
13.572	2779584
13.588	2876184
13.603	2922264
13.62	2936472
13.637	2897520
13.657	2857788
13.677	2815956
13.705	2635608
13.733	2436816
13.757	2150364
13.775	1879164
13.795	1573824
13.828	1211340
13.85	1217268
13.875	1031088
13.9	743376
13.918	487896
13.943	437940
13.969	376476
14	246207
14.018	162289
14.039	143680
14.074	160283
14.092	140681
14.113	104662
14.143	150918
14.162	159828
14.178	315651
14.197	605172
14.213	853740
14.23	1037232
14.245	1128948
14.262	1154784
14.28	1118388
14.301	917376
14.32	604824
14.351	794724
14.379	1289304
14.403	1488912
14.43	1569120
14.463	1401312
14.502	901128
14.535	371724
14.569	121413
14.607	92961
14.638	391764
14.672	873504
14.7	1067952
14.733	914988
14.759	700380
14.777	587196
14.794	760212
14.81	938172
14.825	1395120
14.841	1845696
14.857	2150352
14.873	2392008
14.889	2527248
14.904	2631756
14.921	2675280
14.944	2710632
14.966	2680452
14.989	2550492
15.007	2379768
15.03	2046732
15.052	1605996
15.078	1082532
15.099	718500
15.122	449604
15.153	274853
15.185	532404
15.214	697680
15.247	612852
15.28	369744
15.308	518628
15.324	598632
15.355	659868
15.378	609240
15.405	462840
15.428	325338
15.452	245840
15.484	350328
15.515	359592
15.552	268502
15.591	123975
15.629	50482
15.663	76858
15.703	77810
15.74	55921
15.777	98425
15.808	156786
15.838	278937
15.864	462000
15.9	537504
15.935	549780
15.968	1049484
15.999	1473588
16.038	1429596
16.073	1005144
16.113	380568
16.143	135162
16.161	342127
16.179	1170756
16.199	2208012
16.217	2781852
16.233	3026988
16.255	3138408
16.279	3151560
16.305	3042600
16.332	2816952
16.358	2539116
16.384	2021916
16.408	1459896
16.429	1008420
16.456	509892
16.481	380664
16.508	533724
16.53	515052
16.556	407604
16.577	330072
16.613	260176
16.642	218154
16.667	132052
16.699	137827
16.726	295544
16.762	762276
16.782	1848468
16.798	2464656
16.82	2734404
16.841	2739420
16.873	2621652
16.899	2450160
16.919	2269548
16.955	1921848
16.983	1783992
17.013	1881924
17.048	1696452
17.083	1024824
17.119	360168
17.137	200430
17.162	352944
17.185	507540
17.209	627780
17.231	650004
